texto_tweet,texto_procesado,Mencion_Gobierno,Sentimiento
@CajaLosAndes en un trámite que me habría tomado 2 minutos en un tótem tuve que esperar 30 minutos. Arreglen sus sucursales del área poniente. #malservicio, en un trámite que me habría tomado 2 minutos en un tótem tuve que esperar 30 minutos. arreglen sus sucursales del área poniente. #malservicio,No,Muy negativo
@CajaLosAndes @jota_erre20 Yo aún espero el pago de mi licencia de enero. Por un mal cálculo que la caja y debo esperar hasta marzo ! Es Justo !?,  yo aún espero el pago de mi licencia de enero. por un mal cálculo que la caja y debo esperar hasta marzo ! es justo !?,No,Muy negativo
"@CajaLosAndes bueno as tardes, me gustaría saber si tiene otro número telefónico para poder hablé con un ejecutivo ya que llevo más de 50 minutos esperando que me atiendan dan por la vía telefónica. Además encuentro una burla que la grabación diga “por qué tu tiempo es válido”"," bueno as tardes, me gustaría saber si tiene otro número telefónico para poder hablé con un ejecutivo ya que llevo más de 50 minutos esperando que me atiendan dan por la vía telefónica. además encuentro una burla que la grabación diga “por qué tu tiempo es válido”",No,Positivo
"@CajaLosAndes Aun espero respuesta y solucion a mi requerimiento, cuanto mas debo esperar?"," aun espero respuesta y solucion a mi requerimiento, cuanto mas debo esperar?",No,Muy positivo
"@CajaLosAndes @sbeiitha @CajaLosAndes buenas tardes a la fecha y aún espero el@pago de la extensión de la licencia parental, llamo y dicen que aún no está cargada, cuánto más hay que esperar ? Estoy al borde del colapso por favor no se justifica los atrasos que dicen que tienen","   buenas tardes a la fecha y aún espero el@pago de la extensión de la licencia parental, llamo y dicen que aún no está cargada, cuánto más hay que esperar ? estoy al borde del colapso por favor no se justifica los atrasos que dicen que tienen",No,Muy negativo
@CajaLosAndes la semana pasada que mi licencia se vería y sin problema y hasta hoy no se ve. Cómo voy a subir la documentación si la licencia ni siquiera la tienen cargada pero si está autorizada a pago. Es de verdad el colmo. Averiguaré a quien presentar él reclamo..., la semana pasada que mi licencia se vería y sin problema y hasta hoy no se ve. cómo voy a subir la documentación si la licencia ni siquiera la tienen cargada pero si está autorizada a pago. es de verdad el colmo. averiguaré a quien presentar él reclamo...,No,Muy negativo
@CajaLosAndes terrible. Me hacen llegar una notificación que mi licencia está a pago y cuando intento ingresar me indica que no está la información. Lleve desde la semana pasada pidiendo información y recién hoy me dicen qué hay un documento pendiente..., terrible. me hacen llegar una notificación que mi licencia está a pago y cuando intento ingresar me indica que no está la información. lleve desde la semana pasada pidiendo información y recién hoy me dicen qué hay un documento pendiente...,No,Muy negativo
"@CajaLosAndes hola! Necesito descargar el formulario de pago directo y desde mi portal no consigo encontrarlo, me pueden ayudar? Porfavor gracias"," hola! necesito descargar el formulario de pago directo y desde mi portal no consigo encontrarlo, me pueden ayudar? porfavor gracias",No,Muy negativo
"@cibermagda @Fonasa @CajaLosAndes Exacto, estaba viendo los directorios hay un ABBOT!","   exacto, estaba viendo los directorios hay un abbot!",No,Muy positivo
"RT @CajaLosAndes: En este capítulo de #CaféSocial 🚀📺 los invitados serán Palpa, ganadoras de TECLA 5 y también 1ko, cooperativa con la cual…","  en este capítulo de #cafésocial 🚀📺 los invitados serán palpa, ganadoras de tecla 5 y también 1ko, cooperativa con la cual…",No,Muy positivo
Lo capturado por @CajaLosAndes se uso para autenticar en el portal del SII. https://t.co/Pd9SSAWVrp,lo capturado por  se uso para autenticar en el portal del sii. ,No,Muy negativo
"RT @NurDanzaArabe: Pueden creer que un MENÚ de almuerzo en el Centro Vacacional #Huallilemu Sur de la @CajaLosAndes cuesta $19.000
Se pasar…",  pueden creer que un menú de almuerzo en el centro vacacional #huallilemu sur de la  cuesta $19.000 se pasar…,No,Muy negativo
"@CajaLosAndes hola en los centro vacacionales si tengo una reserva para hospedar, puedo reservar un quincho y que ingresen por el día otras personas que no están hospedando al lugar para compartir en ese espacio?"," hola en los centro vacacionales si tengo una reserva para hospedar, puedo reservar un quincho y que ingresen por el día otras personas que no están hospedando al lugar para compartir en ese espacio?",No,Negativo
"@CajaLosAndes consulta, cuánto demora en reflejarse en mi cuenta un crédito de consumo?🤔"," consulta, cuánto demora en reflejarse en mi cuenta un crédito de consumo?🤔",No,Muy negativo
@adrian_goodrich @CajaLosAndes Y al weon que se le ocurrió hacer el curso fue promovido por inteligente 🤡,  y al weon que se le ocurrió hacer el curso fue promovido por inteligente 🤡,No,Muy positivo
"@A_sad_dreamer @CajaLosAndes Hola, te lograron ayudar? Me avisas por favor. Gracias!","  hola, te lograron ayudar? me avisas por favor. gracias!",No,Muy negativo
"RT @fpaisdigital: ¡En #paísdigital nos unimos a @CajaLosAndes para lanzar un SOAP con VALOR SOCIAL! 

Conoce sus historias en el siguiente…",  ¡en #paísdigital nos unimos a  para lanzar un soap con valor social!   conoce sus historias en el siguiente…,No,Muy positivo
"@CajaLosAndes Agradecería ser parte de los 10,2 cuentas a quienes siguen Uds  en vuestra página. 
En resumen, me siguen los sigo. Atte"," agradecería ser parte de los 10,2 cuentas a quienes siguen uds  en vuestra página.  en resumen, me siguen los sigo. atte",No,Muy positivo
"@CajaLosAndes solo endosa responsabilidad a Compin, siendo que Compin envió resolución de licencia “Aprobando Reposo”, el 15 de Diciembre. @CajaLosAndes @DEYDMINSAL @SuperDeSalud @gabrielboric https://t.co/jz2eChmzAP"," solo endosa responsabilidad a compin, siendo que compin envió resolución de licencia “aprobando reposo”, el 15 de diciembre.     ",No,Muy negativo
@CajaLosAndes que sucede con el pago del postnatal de emergencia? Hace más de 1 mes que salió la ley y uds aun no cargan la licencia al sistema!, que sucede con el pago del postnatal de emergencia? hace más de 1 mes que salió la ley y uds aun no cargan la licencia al sistema!,No,Muy negativo
"RT @fpaisdigital: ¡Más de 44.000 personas ya decidieron ayudar! Súmate tú también a un SOAP con VALOR SOCIAL 🤗

Nos unimos a @CajaLosAndes…",  ¡más de 44.000 personas ya decidieron ayudar! súmate tú también a un soap con valor social 🤗  nos unimos a ,No,Muy positivo
"El Presidente de @FundChileEspana , el Presidente de @CajaLosAndes y el Sr Embajador de España en Chile @EmbEspanaChile han inaugurado el Encuentro de Hangar 360, gran encuentro internacional de innovación y emprendimiento , rompiendo fronteras entre Chile y España. https://t.co/vjJWeDRr3x","el presidente de  , el presidente de  y el sr embajador de españa en chile  han inaugurado el encuentro de hangar 360, gran encuentro internacional de innovación y emprendimiento , rompiendo fronteras entre chile y españa. ",No,Muy positivo
"Una vez más mi mamá queda así 🤡 gracias a un seguro de @CajaLosAndes y sus cláusulas secretas que nadie te informa por las preguntas que hagas, para luego de TRES MESES decirle “no corresponde pago” 😂😂😂","una vez más mi mamá queda así 🤡 gracias a un seguro de  y sus cláusulas secretas que nadie te informa por las preguntas que hagas, para luego de tres meses decirle “no corresponde pago” 😂😂😂",No,Muy negativo
"RT @FreshWaterCL: Finalistas en #TECLA6 2023 

Felices si nos apoyas con tu VOTO
(hasta 31 marzo)

💦Eso nos permitirá internacionalizar nue…",  finalistas en #tecla6 2023   felices si nos apoyas con tu voto (hasta 31 marzo)  💦eso nos permitirá internacionalizar nue…,No,Muy positivo
Cuando pagan el siniestro del seguro @Cardif_Chile y cómplices de la @CajaLosAndes,cuando pagan el siniestro del seguro  y cómplices de la ,No,Muy negativo
1era vez q’ocupó @CajaLosAndes Dgo.fui a consultar a sucursal y me indicaron cómo comprar entradas a la piscina y el llamo a #pirque mi sorpresa fue grande pagué $11.000 x quincho 4.000 x parque obligatoriooh sorpresa había q’pagar ingreso a piscina $3500@GobiernodeChile @biobio,1era vez q’ocupó  dgo.fui a consultar a sucursal y me indicaron cómo comprar entradas a la piscina y el llamo a #pirque mi sorpresa fue grande pagué $11.000 x quincho 4.000 x parque obligatoriooh sorpresa había q’pagar ingreso a piscina $3500@gobiernodechile ,Si,Muy negativo
"RT @FISUartistas: REGALA UNA EXPERIENCIA INOLVIDABLE EN EL DÍA DE LA MADRE
14 de mayo a las 17:00 hrs Gran Arena Monticello
“ZABALETA AHORA…",  regala una experiencia inolvidable en el día de la madre 14 de mayo a las 17:00 hrs gran arena monticello “zabaleta ahora…,No,Muy positivo
@CajaLosAndes buenos días. Me parece el colmo de los colmos que mi licencia médica que está aprobada pero con documentos pendientes que no puedo subir porque jamás ha estado en el listado la licencia. Hoy necesitaba mi dinero en mi cuenta y mi empleador envío mi liquidación., buenos días. me parece el colmo de los colmos que mi licencia médica que está aprobada pero con documentos pendientes que no puedo subir porque jamás ha estado en el listado la licencia. hoy necesitaba mi dinero en mi cuenta y mi empleador envío mi liquidación.,No,Muy negativo
@CajaLosAndes paguenme la licencia por el amor de diosss, paguenme la licencia por el amor de diosss,No,Muy negativo
"RT @TreceLab: Ya estamos al aire con este proyecto que nos llena de orgullo, en su 5ta temporada, #CaféSocial. Marcas que se atreven a hace…","  ya estamos al aire con este proyecto que nos llena de orgullo, en su 5ta temporada, #cafésocial. marcas que se atreven a hace…",No,Muy positivo
"RT @TreceLab: Ya estamos al aire con este proyecto que nos llena de orgullo, en su 5ta temporada, #CaféSocial. Marcas que se atreven a hace…","  ya estamos al aire con este proyecto que nos llena de orgullo, en su 5ta temporada, #cafésocial. marcas que se atreven a hace…",No,Muy positivo
RT @LucianoRivas: Junto a @CajaLosAndes se generó una iniciativa que mejora la calidad de vida de las familias de las comunas afectadas por…,  junto a  se generó una iniciativa que mejora la calidad de vida de las familias de las comunas afectadas por…,No,Positivo
@alexvega86 @CajaLosAndes Debo ir a ChileAtiende este mi chile querido plop,  debo ir a chileatiende este mi chile querido plop,No,Muy positivo
RT @Fesuc_Chile: Constructivo encuentro de dirigentes @Fesuc_Chile en Asamblea Nacional realizado en @CajaLosAndes Santiago. #HOY última jo…,  constructivo encuentro de dirigentes  en asamblea nacional realizado en  santiago. #hoy última jo…,No,Muy positivo
@CajaLosAndes necesito aclarar una duda con unos descuentos x deuda de credito que se han realizado., necesito aclarar una duda con unos descuentos x deuda de credito que se han realizado.,No,Neutral
"@CajaLosAndes creo que se paga un interés no bajo que contempla el servicio, finalmente llegó a retirar el cheque y la cajera muy amable preocupada de su celular, basta señores!"," creo que se paga un interés no bajo que contempla el servicio, finalmente llegó a retirar el cheque y la cajera muy amable preocupada de su celular, basta señores!",No,Muy negativo
"@CajaLosAndes Les escribí con el detalle pero tengan por seguro que si no es realizado mi pago como corresponde según resolucion, seguiré insistiendo por esta vía para que sean respetados mis derechos. También si es resuelto, lo haré saber por acá."," les escribí con el detalle pero tengan por seguro que si no es realizado mi pago como corresponde según resolucion, seguiré insistiendo por esta vía para que sean respetados mis derechos. también si es resuelto, lo haré saber por acá.",No,Negativo
"@CajaLosAndes pésimo servicio, tiempos de respuesta excesivos y nadie soluciona nada, lucran con los trabajadores, llevo más de un mes esperando respuesta de la tramitación de licencias médicas y aún no tengo respuesta."," pésimo servicio, tiempos de respuesta excesivos y nadie soluciona nada, lucran con los trabajadores, llevo más de un mes esperando respuesta de la tramitación de licencias médicas y aún no tengo respuesta.",No,Muy negativo
@CajaLosAndes requiero info de licencia médica.  Fecha de pago aprox 01/12/22. Hablar con la asistente virtual es pérdida de tiempo., requiero info de licencia médica.  fecha de pago aprox 01/12/22. hablar con la asistente virtual es pérdida de tiempo.,No,Muy negativo
@CajaLosAndes Hola. Mi rut es 10566292-0. Correo jamunoz@santotomas.cl. +56940605449. Me figura un credito preaprobado en la interfaz de mi sv por 571.200 me interesa en 60 cuotas y consolidar mi actual credito. Me ayudan?, hola. mi rut es 10566292-0. correo jamunoz@santotomas.cl. +56940605449. me figura un credito preaprobado en la interfaz de mi sv por 571.200 me interesa en 60 cuotas y consolidar mi actual credito. me ayudan?,No,Muy negativo
@CajaLosAndes les envié un dm urgente, les envié un dm urgente,No,Muy positivo
@CajaLosAndes hola..como me contacto con el ejecutivo a cargo de mi trabajo??, hola..como me contacto con el ejecutivo a cargo de mi trabajo??,No,Muy negativo
"RT @CampeonatoCL: 👏👏 Felicitaciones @udechilefem 🔵🔴

Triunfo 2-1 en la semifinal de vuelta y los pasajes para la final de Sausalito 🎟🏟

Nos…",  👏👏 felicitaciones  🔵🔴  triunfo 2-1 en la semifinal de vuelta y los pasajes para la final de sausalito 🎟🏟  nos…,No,Muy positivo
"RT @CampeonatoCL: 👏👏 Felicitaciones @udechilefem 🔵🔴

Triunfo 2-1 en la semifinal de vuelta y los pasajes para la final de Sausalito 🎟🏟

Nos…",  👏👏 felicitaciones  🔵🔴  triunfo 2-1 en la semifinal de vuelta y los pasajes para la final de sausalito 🎟🏟  nos…,No,Muy positivo
